,ENTIDAD,NOM_ENT,POBTOT,POBFEM,POBMAS,P_0A2,P_3A5,P_6A11,P_12A14,P_15A17,POB15_64,P_60YMAS,PNACOE,PNACOE_F,PRESOE15,PCON_DISC,P15YM_AN,PE_INAC,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PSINDER,PDER_IMSS,PDER_SEGP,PAFIL_IPRIV,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,POBHOG,PHOGJEF_F,VIVTOT,PROM_OCUP,PRO_OCUP_C,VPH_1DOR,VPH_C_ELEC,VPH_AGUADV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_DRENAJ,VPH_REFRI,VPH_LAVAD,VPH_BICI,VPH_TV,VPH_PC,VPH_CEL,VPH_INTER,VPH_SPMVPI
480334,11,Guanajuato,128536,67884,60652,7573,7936,15645,7998,7994,81174,11854,8367,4221,1457,5329,7832,40842,55142,22065,33077,944,32058,26658,62601,694,123212,1749,25,3368,30386,11883,128428,47673,38180,4.23,1.15,9194,29935,28642,24152,7110,27076,27669,25394,22021,10981,28042,7211,26124,10968,1888
481560,11,Guanajuato,5723,3030,2693,336,353,667,334,359,3482,726,824,424,210,442,509,2131,2126,864,1262,93,637,138,4796,4,5449,109,*,164,1550,649,5721,2120,2384,3.69,1.1,570,1491,1480,1405,261,1395,1426,1203,722,228,1289,284,1266,400,40
481632,11,Guanajuato,82340,43178,39162,4333,4678,9816,4624,4532,52862,8734,1481,754,226,3059,4692,26989,35700,13547,22153,596,17808,17574,41797,431,78315,2423,12,1540,19426,7661,82296,31499,23941,4.24,1.13,4713,19210,18877,12411,5563,18637,18463,18047,15054,13129,18324,4145,16550,6965,929
482542,11,Guanajuato,6714,3495,3219,321,284,613,291,321,4188,1341,456,224,106,643,530,2624,2738,1046,1692,112,929,297,4955,7,6276,154,0,279,2002,614,6711,1801,3383,3.35,0.89,678,1995,1990,1632,240,1957,1969,1868,1690,1141,1917,475,1493,824,99
482672,11,Guanajuato,203556,103483,100073,11887,12051,23620,11953,11706,131586,18264,12299,5730,3414,9484,7942,62056,91255,34702,56553,1858,29155,87648,73341,3344,185710,9175,148,7981,46602,14542,203021,61266,57175,4.36,1.17,11259,46311,44142,33717,23033,45127,45501,42259,36517,21382,43956,12559,40201,16913,4357
484400,11,Guanajuato,11304,5810,5494,522,573,1160,581,606,6997,1953,1362,736,233,860,589,4185,4753,1736,3017,56,1942,616,7834,201,10890,229,8,170,3189,1127,11298,3765,5199,3.54,0.93,918,3168,3152,2808,1379,3100,3126,3022,2386,1538,3038,624,2687,1122,86
484608,11,Guanajuato,35905,18505,17400,1626,1754,3699,1722,1660,22787,5905,1581,818,345,1778,2420,12285,15965,5756,10209,397,4384,4819,25306,64,34085,687,9,1095,10193,3330,35846,10633,15897,3.52,0.99,3479,10133,10080,8013,1383,9831,9819,9431,8118,5967,9660,2238,7877,3292,389
485134,11,Guanajuato,20007,10347,9660,1257,1228,2429,1294,1282,12430,1890,1800,910,413,976,1459,6698,8221,3100,5121,143,4137,1716,13348,70,19156,409,*,428,4904,1534,20007,5474,6623,4.08,1.25,1817,4797,4636,3818,442,2952,3307,3585,1728,720,4113,771,3473,1324,64
485224,11,Guanajuato,61494,31862,29632,2721,2570,5515,2937,3091,41704,8604,4933,2489,550,2921,2741,17370,32669,14519,18150,455,12971,8360,36874,497,55244,3028,42,3129,17350,6415,61447,21759,22919,3.54,0.97,5018,17289,17164,16145,9121,17148,17211,16532,14568,6716,16535,5037,14616,7148,1712
486192,11,Guanajuato,150054,77750,72304,7652,7329,15577,7910,7902,97161,20185,4943,2404,1053,7586,7832,51082,66556,23797,42759,1368,32044,27769,81285,663,132721,8275,60,8841,37795,12582,148627,46627,49543,3.93,1.09,10949,37627,37153,30366,2407,36097,36343,34609,30874,15756,35683,8866,29997,13453,2316
487346,11,Guanajuato,21253,11318,9935,1286,1303,2621,1277,1361,12823,2620,1690,905,263,1174,1245,6920,8945,3616,5329,103,3352,1168,14491,223,20361,248,18,618,5471,1975,21248,6719,7422,3.88,1.12,1892,5329,4824,4478,1140,4415,4556,4352,2581,1896,4510,1034,3630,1866,131
487390,11,Guanajuato,65791,33804,31987,3462,3667,7350,3641,3564,43312,6475,4994,2485,1255,3177,2413,21785,28716,11041,17675,709,11017,34254,16356,466,58369,3589,34,3752,16398,5403,65767,20743,22120,4.01,1.11,4102,16324,16125,12448,6727,16098,16178,15321,13553,12025,15647,4970,14359,6656,1492
488163,11,Guanajuato,11143,5873,5270,669,670,1419,713,725,6415,1661,823,439,213,644,1121,4701,3648,1155,2493,16,531,97,10203,14,10729,101,0,307,3011,1140,11136,3673,4304,3.7,1.05,1130,2910,2486,2791,660,2630,2666,2244,1601,76,2165,388,1842,1482,68
488228,11,Guanajuato,68741,35883,32858,3601,3448,6928,3495,3466,42889,11210,3555,1874,643,4628,5011,22579,31342,11877,19465,603,13187,4050,47273,144,62772,2836,31,3058,19175,6418,68724,20923,30247,3.58,0.99,6280,19077,18881,16190,2900,18054,18149,17700,14911,4780,17933,4063,14466,6516,944
489076,12,Guerrero,779566,407772,371794,33000,37118,77705,39259,39697,509977,107218,57344,29137,12507,49238,34065,234717,377351,168418,208933,7626,217925,282831,176451,3448,553581,99618,884,115433,223924,88279,776521,291719,331319,3.47,1.16,84604,219951,205341,141123,51254,210875,211608,200374,130559,15058,198845,65177,195010,106594,24671
507081,12,Guerrero,25205,13443,11762,1788,1849,3774,1640,1647,13947,2994,727,390,459,1869,4299,8565,9118,4095,5023,92,4048,131,20475,9,22393,1566,14,1159,5777,1894,24948,6773,7971,4.32,1.54,3186,5571,4820,2819,960,4152,4423,4115,1598,174,3637,251,3448,766,15
507217,12,Guerrero,37655,19277,18378,2464,2551,4744,2226,2089,21816,5132,1074,581,549,2669,4422,11425,16075,5961,10114,138,13530,1148,20688,13,33006,3453,*,1133,9265,2448,37287,8322,13201,4.02,1.55,4505,8979,7955,1930,4820,7472,7459,7677,3493,2621,7207,788,6609,1286,85
507601,12,Guerrero,21225,11330,9895,1819,1803,3547,1597,1351,10672,2421,560,327,359,1159,4818,11201,2656,628,2028,161,3353,23,17343,118,19986,573,*,640,4038,1171,21098,5214,6695,5.22,1.42,1640,3982,3890,1721,412,2640,2799,2688,1006,115,2723,228,1821,462,25
507696,12,Guerrero,7813,4111,3702,490,450,1002,569,476,4564,1014,537,305,144,648,866,2512,3306,1318,1988,48,1252,57,6155,*,6452,739,0,601,1923,613,7714,2249,3082,4.01,1.11,724,1906,1842,1384,893,1760,1842,1629,1142,196,1659,257,1473,340,15
508002,12,Guerrero,11112,5709,5403,698,674,1395,633,649,6324,1823,304,156,183,584,955,3646,4636,1743,2893,19,3178,470,6142,14,9159,1124,*,821,2911,847,11112,2809,4110,3.82,1.19,1160,2853,2520,2472,1109,2591,2607,2530,1471,105,2471,497,1961,479,59
508329,12,Guerrero,33267,17208,16059,2003,2156,3972,1798,1726,19924,4659,2807,1467,739,1985,2428,9217,15660,6432,9228,161,10092,1683,17247,135,25626,3570,8,4028,8950,2920,33256,9770,12492,3.72,1.28,4079,8805,8051,5061,3525,8249,8269,7881,5481,529,7309,1796,7007,2522,435
509217,12,Guerrero,9147,4735,4412,580,520,1129,494,477,5332,1468,493,275,245,827,1041,3187,3681,1439,2242,30,1247,177,7309,3,7015,1501,16,602,2460,811,9147,2681,3299,3.72,1.26,1064,2410,1903,1569,497,2137,2178,2115,1214,209,1930,233,1563,302,26
509355,12,Guerrero,5811,3096,2715,463,455,851,415,399,3077,692,103,50,86,349,1070,2577,1266,476,790,186,642,13,5009,*,5249,420,*,131,1274,409,5708,1528,2100,4.48,1.56,632,1210,1138,509,47,463,479,426,52,8,437,26,309,43,*
509391,12,Guerrero,28491,14985,13506,2168,2057,4712,2285,1983,15381,2485,386,191,318,1262,5279,11682,7177,2206,4971,590,3355,101,24688,6,24670,2307,10,1472,6878,2487,28417,8920,9861,4.13,1.57,4080,6603,5853,2350,639,3453,4404,2544,696,100,3021,215,2892,483,11
509608,12,Guerrero,60680,31201,29479,3045,3062,7123,3413,3511,37162,9392,2167,1093,1068,3835,4314,16086,30979,12568,18411,254,14544,4236,33793,100,48755,7528,71,4255,17766,5792,60655,17851,22620,3.41,1.33,9783,17467,17280,8002,4855,16341,16534,14337,7229,2198,14673,2410,13774,3868,418
510662,12,Guerrero,69123,35645,33478,4645,4890,9829,4847,4910,40604,6207,941,466,511,3210,8011,15870,33545,13683,19862,147,11629,1343,51099,76,64975,2446,17,1655,15816,5105,68998,19872,19262,4.36,1.73,9441,15039,14638,5040,5075,10037,10611,10112,2937,757,10800,1344,9943,1318,191
511124,12,Guerrero,15099,7712,7387,835,794,1843,911,871,8893,2385,606,312,299,1285,1722,4550,6940,2637,4303,89,4554,257,8961,14,13238,1239,*,618,4306,1240,15080,3730,5543,3.5,1.4,2417,4201,3325,2201,2707,3712,3769,3341,1405,91,3132,361,2733,333,20
511249,12,Guerrero,15442,7874,7568,568,654,1491,756,835,9698,3067,768,383,379,1304,898,5006,7608,3042,4566,77,4317,966,7578,128,12961,1244,5,1229,5067,1732,15424,4835,6610,3.04,1.13,2733,4961,4867,2689,665,4775,4826,4293,2738,2158,4417,862,4039,1345,184
511451,12,Guerrero,12982,6732,6250,637,636,1286,677,748,8057,2214,2086,1092,505,998,756,3981,6364,2527,3837,38,2795,1593,7778,37,11267,944,5,751,4027,1305,12978,3709,5507,3.22,0.94,1440,3998,3869,2983,702,3913,3931,3667,2612,388,3682,770,2967,990,143
511650,12,Guerrero,12408,6149,6259,799,842,1457,700,658,7210,1854,1995,1015,112,629,1626,4753,4519,846,3673,11,665,136,10527,42,8845,1873,0,1678,3482,679,12408,1822,4593,3.56,1.36,1851,3370,2721,1370,1882,2069,2040,3010,1981,153,2498,183,1893,758,23
511762,12,Guerrero,15579,7948,7631,912,960,1841,848,738,9176,2424,834,413,362,1002,1265,5098,6632,2469,4163,107,5880,1477,6815,180,11774,2026,5,1759,4302,1303,15579,4176,6586,3.62,1.19,1933,4270,3994,2489,1971,3990,4015,3873,2426,694,3749,640,3451,807,102
511942,12,Guerrero,14463,7479,6984,797,863,1730,881,854,8660,2097,663,365,322,1043,1466,4254,6704,2682,4022,69,3333,473,8787,34,12458,858,0,1137,4168,1498,14463,4745,5782,3.47,1.33,2112,4079,3934,2312,1622,3576,3599,3364,2269,250,3303,415,3351,857,92
512178,12,Guerrero,15598,8122,7476,1104,1111,2178,1010,1033,9048,1589,441,226,349,580,2746,5884,5016,1732,3284,288,1897,57,13349,65,11749,2381,19,1426,3481,1115,15502,4255,4774,4.45,1.83,1814,3379,1121,1838,297,1880,2090,2459,576,96,2094,136,1961,623,12
512368,12,Guerrero,21648,11618,10030,1788,1680,3313,1613,1613,11692,2013,266,131,477,1297,3962,8985,5598,2007,3591,235,3045,82,18135,11,20434,501,70,635,4590,1791,21432,7686,6490,4.67,1.82,2782,4450,3894,1475,356,2385,2621,2260,356,80,2538,207,2792,239,9
512450,12,Guerrero,73056,37541,35515,3535,3802,8601,4145,4345,45353,10656,2623,1355,985,4205,6483,21161,35374,14098,21276,341,18918,7296,36205,367,60175,7918,17,4849,21377,7523,72924,23506,26843,3.41,1.33,11150,21032,19572,7688,3917,18838,19110,17413,9342,4409,17982,2483,17130,5568,718
513329,12,Guerrero,38554,19529,19025,2156,2374,4280,2076,1747,21829,6162,1356,753,450,2656,4469,12211,15877,5540,10337,221,13046,1890,19851,23,31995,3306,*,2068,10730,3290,38439,10430,16272,3.58,1.37,4592,10015,8876,4174,4407,9062,9061,8999,5984,1480,8302,1166,6733,2533,235
513718,12,Guerrero,26627,13443,13184,1556,1727,3518,1719,1553,15432,3749,2440,1358,506,1844,3306,10314,9040,2953,6087,315,5503,447,18238,170,21450,3441,6,1667,7445,2610,26627,8701,10144,3.58,1.3,3163,7274,6815,3165,2694,6481,6557,5988,4302,1191,5757,919,5339,1189,121
514249,12,Guerrero,7874,4098,3776,564,556,1008,581,498,4433,909,406,219,141,499,816,2609,3021,1030,1991,17,866,25,6515,14,6743,611,6,442,1971,554,7808,1916,2796,3.96,1.28,929,1898,1705,1336,379,1424,1675,1386,739,53,1307,137,716,72,4
514342,12,Guerrero,17024,8755,8269,1128,1026,2323,1172,1097,9744,2170,337,190,132,971,1695,6165,6242,1805,4437,98,3775,357,11000,12,15648,972,0,389,4385,1303,17019,4506,5353,3.88,1.8,2729,4341,3494,1393,2269,3128,2832,3254,1077,86,3412,191,2432,176,7
514455,12,Guerrero,8272,4180,4092,446,439,939,434,425,4759,1579,271,136,139,651,975,3301,3073,1066,2007,62,3123,171,4681,21,6479,834,14,937,2419,656,8272,1849,3976,3.42,1.14,1207,2383,913,1477,903,2034,2060,1926,780,156,2049,177,1488,215,20
514533,12,Guerrero,20537,10349,10188,1149,1217,2293,967,975,12103,3710,1949,1074,337,1563,3129,7550,8041,2413,5628,184,9595,453,9725,29,15503,3414,0,1602,6209,1818,20537,5283,9624,3.31,1.33,3125,6084,5696,2929,3814,5725,5748,5717,4340,384,5034,561,4008,865,78
514791,12,Guerrero,123722,65981,57741,8243,8723,17217,8380,8024,71373,13492,3088,1575,2409,5514,19030,22077,66712,32924,33788,325,31441,3582,80839,124,108509,10567,85,4518,29650,11996,123194,45133,40126,4.15,1.48,15815,29124,24160,16269,6947,21121,23094,18530,6331,3781,22618,3706,22696,5968,699
516057,12,Guerrero,283354,148857,134497,15168,15840,30915,15268,15472,187198,28130,14510,7143,4436,13305,11279,74597,142086,66785,75301,2912,77767,40028,96555,1656,207886,38862,606,35282,72480,27841,280820,101953,94480,3.87,1.18,26017,71916,65146,60878,35608,70362,70934,64319,39564,3060,64838,29639,64864,41496,10446
521338,12,Guerrero,22250,11343,10907,1350,1401,2907,1414,1240,13120,2834,842,403,435,1041,1937,6619,9717,3666,6051,88,5610,1053,12527,98,19534,1403,7,1282,5742,1828,22185,6588,7536,3.86,1.46,2830,5672,4665,2515,1491,5001,5000,4757,3166,795,4697,581,4415,937,97
521719,12,Guerrero,6278,3223,3055,406,403,806,366,323,3472,1073,346,208,141,389,619,1935,2608,1017,1591,115,2457,43,3556,*,5599,488,0,183,1601,438,6260,1459,2221,3.91,1.21,688,1557,1337,683,644,1246,1286,1332,712,101,1185,102,950,72,3
521800,12,Guerrero,37254,19000,18254,2837,2994,5715,2739,2574,20533,3295,623,335,246,2008,3362,10440,14990,5235,9755,223,7749,114,26087,26,31835,4403,11,989,8464,2942,37199,11967,10259,4.39,1.71,5170,8086,6967,4131,1530,6830,7061,4917,2211,69,5923,210,4537,748,18
522004,12,Guerrero,17488,9196,8292,1124,1091,2148,1015,994,10426,2293,2099,1063,407,1444,1745,5615,7369,2953,4416,100,3733,151,12240,20,14510,1740,12,1212,4620,1479,17479,4927,6863,3.78,1.12,2124,4564,4496,3181,1810,4327,4424,3990,3014,1213,3955,860,3154,1044,83
522268,12,Guerrero,36593,19084,17509,2065,1987,4027,1822,1884,21762,6329,1808,945,628,2796,3390,12015,15948,6293,9655,229,5112,1478,26420,155,28616,4077,97,3593,10531,4000,36492,12675,14667,3.47,1.12,4202,10412,7415,7823,2703,9285,9261,9410,5293,1180,9059,1692,7377,2391,369
522937,12,Guerrero,154173,80237,73936,7550,8253,16447,7900,8078,99958,19975,11046,5474,2897,7670,5985,43355,76358,34542,41816,1261,45930,32789,45894,605,114830,19620,120,19187,42874,16247,153467,55416,58634,3.58,1.07,15382,42474,35955,31222,20629,41819,42037,38947,24195,7120,38489,14748,37649,21530,4734
526977,12,Guerrero,11739,6140,5599,696,676,1632,838,779,6981,1254,197,106,99,772,1340,3776,4879,1857,3022,63,2944,241,7886,19,10610,679,0,410,3021,1038,11739,3596,3821,3.89,1.46,1445,2933,2596,1127,1817,2286,2415,2246,705,84,2017,197,1539,187,8
527107,12,Guerrero,6138,3140,2998,342,309,653,281,309,3721,1061,190,104,100,435,536,2064,2734,1047,1687,23,1045,214,4609,*,5638,307,0,192,1685,543,6138,1643,3322,3.64,1.08,696,1671,1568,1324,548,1510,1521,1412,662,39,1437,217,1110,238,6
527201,12,Guerrero,126001,64564,61437,6330,7009,12992,6393,6257,82805,13319,13125,6652,3642,6834,5484,32504,64169,28032,36137,812,30434,46459,37393,1698,82625,19219,135,21961,37359,12781,125756,40391,53085,3.37,1.18,15341,36525,34285,28661,12185,36038,36116,34083,25950,5891,32765,11309,34277,19774,4271
530815,12,Guerrero,26093,13332,12761,1389,1359,3071,1491,1495,16060,3777,880,452,372,1884,2298,8405,11576,4602,6974,208,5980,2068,14771,42,20191,2375,8,3492,7148,2400,26033,7912,9376,3.64,1.34,3686,7082,6600,3379,3734,6736,6790,6148,3015,237,6194,867,5075,1299,127
531070,12,Guerrero,26357,13560,12797,1787,1966,3575,1592,1405,15253,2898,391,189,129,1564,2753,7462,11387,4379,7008,141,5216,283,18945,24,21705,3804,8,823,6421,1736,26348,6362,7876,4.1,1.56,3468,6322,6240,3135,973,6048,6113,4677,2042,102,5418,369,4051,759,41
531539,12,Guerrero,29625,15738,13887,2021,2067,4601,2494,2282,16204,3046,495,270,286,2081,3089,8479,12292,5598,6694,114,5880,282,21883,28,28382,661,0,569,6742,2398,29318,8823,11238,4.35,1.6,3349,6294,6254,1582,312,2879,3402,2974,617,41,3109,309,1873,240,7
531586,12,Guerrero,18613,9926,8687,1245,1290,2744,1238,1049,10543,2116,686,367,393,914,3097,3769,9468,4633,4835,74,4463,241,12750,25,16146,1904,25,466,4868,1807,18613,5930,6750,3.82,1.51,2836,4819,4234,2747,1461,3567,4011,3444,1135,902,3811,416,3528,779,44
531769,12,Guerrero,18859,10084,8775,1607,1647,3272,1638,1318,9396,1672,177,100,281,745,4059,8736,2771,818,1953,747,1482,34,16072,47,17583,842,0,306,3890,1287,18664,5118,8906,4.8,1.74,1711,3637,3712,929,68,1739,1823,1475,291,67,1348,97,1038,372,29
531942,12,Guerrero,12402,6378,6024,665,677,1464,691,712,7603,1699,378,195,153,663,1007,4030,5455,2017,3438,70,2175,629,8072,18,11585,384,*,425,3263,1109,12401,3837,4320,3.8,1.34,1527,3191,3169,1727,1221,3045,3107,2654,1281,401,2788,554,2418,888,79
532089,12,Guerrero,28446,14937,13509,2054,1976,3996,1841,1718,16201,3234,1224,649,289,2021,4128,7741,12543,5334,7209,59,5584,150,21602,25,25232,2116,16,1002,6666,2082,28281,7879,8934,4.24,1.36,3262,6455,3347,4743,1348,4248,4764,4330,2292,218,4706,509,4392,1545,72
532330,12,Guerrero,68207,35166,33041,3983,4066,8684,4521,4589,42221,6625,2486,1313,795,3525,7516,15663,35213,15591,19622,312,20044,3160,37517,107,59336,6132,7,2666,17229,6272,67899,22603,22794,3.94,1.55,8175,16686,14356,8228,7551,14239,14791,12878,4889,595,12142,2751,12612,3493,440
533534,12,Guerrero,7076,3724,3352,481,497,957,412,415,4000,980,292,182,43,458,739,3385,1677,307,1370,62,753,24,6244,*,6791,173,0,101,1684,471,7076,1657,2449,4.2,1.29,666,1586,1243,1013,525,1017,963,1131,565,19,1111,59,1166,83,3
533572,12,Guerrero,44583,22691,21892,2587,2740,4918,2572,2359,27388,5984,2827,1447,1174,3051,3173,13272,20655,8007,12648,269,12800,6786,20897,452,36691,4187,43,3595,12972,4168,44550,13031,17214,3.43,1.27,6291,12780,12433,6626,2438,12026,12040,11506,8738,2381,10896,2647,11151,5026,832
534754,12,Guerrero,12753,6510,6243,693,804,1470,758,657,7759,1722,5459,2779,500,1181,688,3936,5698,2205,3493,83,3949,658,7350,258,11427,293,0,1016,3583,1209,12746,3936,4883,3.56,1.06,1314,3514,3295,2948,1139,3316,3341,2855,1954,1468,3109,556,2813,864,124
534865,12,Guerrero,38482,19693,18789,2131,2242,4313,2104,1940,24428,4685,3470,1787,826,2249,2458,11469,17867,7486,10381,307,18314,6122,9412,387,31426,4227,6,2780,10209,3666,38318,13363,14382,3.75,1.39,4470,10128,9747,5468,4768,9902,9947,9285,5884,3100,8720,2723,8476,3970,622
535618,12,Guerrero,36143,18795,17348,2389,2338,5091,2311,2435,20722,4381,1007,517,562,2204,5077,11552,14483,5256,9227,211,7479,667,27009,23,29599,3403,13,3096,8969,3293,36113,12310,12056,4.03,1.5,5171,8818,8442,3626,2306,7616,7777,6522,2519,879,6864,601,5754,1138,84
535887,12,Guerrero,46270,23627,22643,3035,3093,6565,3512,3494,26865,4399,1036,537,531,2557,5956,11584,21751,9095,12656,183,9393,404,32834,35,43243,1656,12,1330,10594,2902,45910,10688,13989,4.33,1.85,6692,9938,9026,3561,1961,5541,6039,6126,1360,498,5654,635,5843,749,66
536678,12,Guerrero,50124,25550,24574,2806,2757,6360,3032,3054,30028,7000,1357,727,580,3473,5226,15777,21949,7755,14194,232,13669,2774,28924,188,45077,2550,9,2457,13959,4543,50121,14734,19480,3.59,1.4,7605,13745,11544,5954,3731,10984,10991,11179,5237,2371,11435,1145,9203,1666,160
537295,12,Guerrero,24139,12272,11867,1733,1863,3410,1520,1360,13284,2985,757,401,451,1734,2613,10802,5788,1102,4686,400,4947,142,18289,11,22137,1424,0,571,5749,1554,24139,5444,7357,4.2,1.67,3131,5468,4565,1527,1995,4099,3979,3708,1907,753,3793,299,2865,506,42
537459,12,Guerrero,105586,55221,50365,5074,5352,10570,5579,5790,68583,14581,7348,3805,1565,7470,6484,30062,53259,23109,30150,1027,20437,19781,60033,282,90738,8112,31,6632,29987,9989,105430,31465,37922,3.52,1.13,13163,29772,27479,23179,7181,28237,27850,25186,13829,583,26781,6780,24298,10782,1682
538639,12,Guerrero,46063,23475,22588,2713,2788,5910,2967,3226,27531,5664,970,528,441,2245,4569,12897,21349,8047,13302,253,10201,776,29854,34,39686,3313,5,3044,11575,4000,46063,14736,14195,3.98,1.59,6786,11362,10955,4352,4972,8172,8460,8549,2317,275,8999,1030,7874,1701,50
538900,12,Guerrero,65237,32836,32401,3449,3380,7044,3371,3432,40567,10172,2641,1385,1234,4814,5305,17865,32900,12711,20189,302,17892,4581,35532,461,55773,4279,21,5097,19717,6005,65071,17667,24982,3.3,1.23,10407,19362,18456,11169,3910,17801,17742,17102,11105,2375,16896,3207,14943,5824,797
540151,12,Guerrero,53817,28132,25685,3281,3512,6557,2970,2913,31305,8123,2047,1045,820,3006,4085,14042,26092,11101,14991,212,15305,2953,29272,127,44060,5313,46,4306,13901,5099,53810,18091,20872,3.87,1.14,5154,13749,11160,10098,4815,12313,12334,12105,6526,522,11498,2512,9980,3223,579
540997,12,Guerrero,30806,15966,14840,1655,1816,3385,1611,1447,18367,5329,1450,760,559,2586,3521,9692,13960,5650,8310,235,6199,2160,19564,98,24530,3513,11,2726,8803,2971,30751,9364,13299,3.49,1.19,4021,8685,7381,4653,2505,7781,7910,7672,3715,1252,7209,1243,5659,2001,168
541460,12,Guerrero,13552,6954,6598,803,792,1651,789,767,8153,1838,1612,861,382,1024,929,4627,5568,1836,3732,76,2612,365,10325,12,12759,421,0,366,3738,1005,13546,3059,5159,3.62,1.12,1493,3665,3426,2780,612,3214,3217,2744,1692,92,3168,241,2859,290,18
541513,12,Guerrero,43171,22564,20607,2099,2443,4929,2546,2501,27179,5450,1241,625,617,2034,3572,11455,21861,9980,11881,281,11250,1480,20539,65,36603,3672,18,2805,11055,4092,42841,14690,14357,3.88,1.26,4836,10962,7760,7911,2980,9212,9862,8448,3852,2974,9368,3002,8831,3429,556
542056,12,Guerrero,22781,12170,10611,1515,1643,3570,1919,1641,12478,2200,465,259,276,1297,5594,9334,6417,2529,3888,221,6480,150,14954,16,21508,919,*,345,4932,1601,22609,6587,6823,4.58,1.92,2742,4720,4726,977,1979,3431,3539,3212,733,100,2920,334,2469,449,26
542157,12,Guerrero,10092,5359,4733,608,594,1512,810,718,5770,1091,95,53,100,971,1225,4179,3121,1094,2027,55,481,12,9329,7,9309,556,0,221,2537,1023,9975,3384,3660,3.93,1.48,1260,2130,2412,523,61,1262,1312,895,237,20,828,115,464,240,*
542215,12,Guerrero,11681,5861,5820,626,705,1332,577,552,6696,2226,713,396,165,938,1333,4457,4403,1403,3000,107,3927,251,6125,14,9762,1275,0,643,3422,1003,11681,2934,4964,3.41,1.22,1548,3381,3170,1466,1565,3206,3218,3163,2416,965,2876,372,2359,601,41
542423,12,Guerrero,7602,3902,3700,510,495,994,455,388,4287,1071,577,336,265,646,1076,2662,2842,944,1898,54,1582,17,5693,3,5812,1446,0,304,1890,452,7586,1432,3166,4.01,1.08,769,1860,1430,1162,818,1368,1492,1549,1022,56,1446,175,1048,158,6
542597,12,Guerrero,96125,51104,45021,6765,6663,13086,6504,6082,57427,7880,3503,1799,1834,5994,10364,25060,43410,19841,23569,749,27287,1873,55192,124,78938,9234,78,7783,21604,8126,95431,32673,32358,4.42,1.4,10356,21140,19478,15832,5666,17066,18989,15945,6826,836,15636,4713,16551,5070,606
543801,12,Guerrero,22209,11334,10875,1261,1327,2663,1243,1145,13293,3208,791,426,173,1461,2352,7443,8995,3593,5402,249,9612,1099,9029,12,19592,1381,9,1198,5860,1903,22079,6388,8498,3.77,1.43,2789,5788,5155,2220,3365,5534,5612,5267,2587,1683,4906,1016,4499,1419,182
544175,12,Guerrero,26349,12988,13361,1457,1588,2961,1278,1342,16119,3973,7592,3865,671,1996,2531,8895,11126,3508,7618,220,5827,5137,12366,576,20951,2432,9,2927,7708,1867,26262,5423,9736,3.41,1.23,3697,7579,7024,4020,3556,6695,6659,6977,5512,1288,6491,851,6556,1061,124
544485,12,Guerrero,11966,6545,5421,909,958,1695,916,742,6275,1540,191,100,116,671,2544,5502,2766,949,1817,106,1551,38,10193,6,10969,395,22,574,2524,777,11887,3066,4061,4.71,1.52,1145,2479,1263,1721,232,1835,1968,1762,424,41,1740,99,1403,165,6
544560,12,Guerrero,7862,4122,3740,485,460,825,414,439,4632,1390,1587,804,199,708,1131,3223,2807,1044,1763,42,1248,45,6390,22,6986,438,*,433,2029,570,7862,1941,3461,3.87,1.17,1005,1999,1834,1407,1112,1796,1888,1766,1188,183,1707,271,1258,237,17
544724,12,Guerrero,29891,15631,14260,1731,1744,3841,2178,2168,18157,3014,405,222,530,2103,7498,7529,14562,6851,7711,309,3623,166,23845,184,25602,3490,108,578,7710,2192,29665,7171,9870,3.85,1.53,3802,7244,7245,1563,2923,5193,5913,4473,690,99,4125,453,5163,406,50
545001,12,Guerrero,12004,6175,5829,847,864,1832,902,775,6806,1031,93,44,135,1105,1710,4295,4075,1487,2588,59,727,16,10981,*,11201,408,0,385,3028,1013,11956,3232,4186,3.95,1.62,2042,2829,2812,943,300,1314,2047,714,168,54,798,88,1198,123,5
545071,12,Guerrero,18031,8952,9079,996,1041,1997,1020,913,9895,2745,2282,1196,308,1453,2417,5316,7216,2534,4682,80,6205,254,9458,684,14089,1823,7,1098,4972,1436,17193,4391,7288,3.46,1.33,2436,4564,4271,1341,1955,4121,4072,4241,3128,596,3722,369,2840,1099,49
545258,12,Guerrero,21977,11926,10051,1328,1587,3082,1527,1542,12239,2843,526,280,353,1297,3861,7095,8542,4021,4521,227,4953,247,16089,15,20257,1097,14,544,5806,2641,21932,8982,7630,3.78,1.45,3418,5712,4224,3744,874,3137,4203,3334,555,253,4677,286,4222,401,13
545553,12,Guerrero,53126,27401,25725,3236,3326,6710,2969,2827,32799,5772,1728,803,629,3031,4919,15482,23841,9657,14184,423,13753,5113,29062,91,44936,4049,12,4059,12500,4509,53068,18497,16461,4.25,1.41,5509,12359,10737,8670,4719,11816,12138,10425,5628,1038,11011,2615,10368,4325,656
